2cm Gotland,20cm Gotland,40cm Gotland,80cm Gotland,120cm Gotland,145cm Gotland,185cm Gotland,220cm Gotland,270cm Gotland ,2cm Fin,10cm Fin,20cm Fin,40cm Fin,80cm Fin,110cm Fin ,150cm Fin,190cm Fin,domain,phylum,class,order,family,genus
0,0,0,0,0,0.0086,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Rubinisphaera
0,0,0,0,0,0,0,0.00635,0.00665,0,0,0,0.0163,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14
0.0056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Planctopirus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00635,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Schlesneria
0.0056,0.0569,0.04785,0.0648,0.02655,0.027,0.04605,0.03445,0.0322,0,0.0096,0.01795,0.02055,0.0075,0,0.00625,0,Bacteria,Planctomycetota,Planctomycetes,uncultured,,
0.01115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00635,Bacteria,Planctomycetota,SGST604,,,
0.0056,0.0114,0.01385,0.0374,0.04365,0.0092,0.0079,0,0.02555,0,0.02385,0.006,0.00685,0,0.0298,0.01875,0,Bacteria,Poribacteria,,,,
0,0,0.0273,0.00535,0,0,0.00605,0.00725,0,0,0.02845,0.02215,0.015,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,AT-s3-44,,
0,0,0,0,0,0,0,0,0,0,0,0,0.00815,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00625,0,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caedibacterales,Caedibacteraceae,Caedibacter
0,0,0,0,0.00665,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caedibacterales,Caedibacteraceae,uncultured
0.0056,0,0,0,0,0,0,0,0,0.0126,0,0,0,0.0075,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter
0,0,0,0,0,0,0,0,0,0,0,0,0.0137,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium
0,0,0,0,0,0,0,0,0,0,0,0.0102,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02
0,0,0,0,0,0.0086,0.0079,0,0,0.00655,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,Amphiplicatus
0,0,0,0,0,0.0092,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,Marinicaulis
0,0,0.0273,0,0.02515,0,0,0,0,0.0126,0.0071,0,0.00685,0,0.0075,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccaceae,Defluviicoccus
0,0.0341,0.055,0.03775,0.09675,0.089,0.04,0.04085,0.03885,0,0.0096,0.0239,0.0287,0,0.0075,0.0125,0.00755,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,uncultured,
0,0,0,0,0,0,0,0,0,0,0,0.03235,0.00685,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,
0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0.0056,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,uncultured
0,0,0,0,0.0185,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Fodinicurvataceae,Rhodovibrio
0,0.0114,0.02055,0.00535,0.06355,0.0724,0.00605,0.0272,0.00665,0,0.02885,0.0503,0.045,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Pelagibius
0.01115,0.0114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Tagaea
0.0056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Tistlia
0,0.0114,0,0.0324,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,uncultured,
0.01675,0,0,0,0,0,0,0,0,0,0,0.0102,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured
0,0,0,0,0,0,0,0,0.00665,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus Captivus
0.0056,0,0.0069,0,0.0503,0.0448,0.01815,0.00725,0.00665,0,0,0,0,0.0075,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,PS1 clade,
0,0,0,0,0,0,0,0,0,0,0.0096,0.0102,0.00815,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,Parvibaculaceae,Parvibaculum
0.0056,0.0114,0,0,0,0.0086,0.02,0,0,0,0,0.006,0,0.015,0.0056,0.0079,0.01905,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,Parvibaculaceae,uncultured
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,
0,0,0.0069,0,0,0,0,0,0,0,0,0.006,0,0.01105,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,
0,0,0.01365,0,0.00665,0.01715,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,
0,0.0114,0,0,0.0185,0,0,0,0.0133,0,0,0,0.0163,0,0,0,0.00755,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea
0,0,0,0,0,0,0,0.00635,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum
0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocapsa
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Salinarimonas
0.0056,0,0,0,0.00665,0,0,0,0,0,0,0.006,0,0.0371,0.0131,0.0125,0.10985,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,alphaI cluster
0,0,0.0069,0,0.00665,0.0092,0,0,0,0,0,0,0.00685,0.02405,0.0318,0.0079,0.0139,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,uncultured
0,0,0,0,0,0.0086,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,C2U,
0,0,0,0,0,0,0.00605,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,
0,0,0,0,0,0.0092,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Arsenicitalea
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00635,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,uncultured
0,0.0114,0.0069,0,0.00665,0,0.0079,0.02635,0.00945,0.01915,0.03095,0.063,0.03,0.09315,0.02065,0.0079,0.08325,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium
0.0056,0.0796,0.46775,0.14485,0.13375,0.33875,0.40905,0.1289,1.1504,0,0.0427,0.0299,0.0888,0.34885,0.2296,0.25075,0.48345,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncultured
0,0,0.04135,0,0.00665,0.0178,0,0,0,0,0.0071,0.01795,0.02185,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,KF-JG30-B3,
0,0,0,0,0,0.0178,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Lutibaculaceae,Lutibaculum
0,0.0114,0,0,0,0.0086,0.00605,0.00725,0.0266,0,0.0167,0.01195,0.00685,0.0055,0.0131,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,
0,0,0,0,0.00665,0.0184,0,0,0,0,0,0,0,0.0075,0,0,0.00635,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,Rhodobium
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,Chthonobacter
0,0,0,0,0,0,0.0079,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,
0,0,0,0,0.0332,0.0086,0.0079,0.00725,0,0,0.0096,0,0.09435,0.0075,0,0,0.00755,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
0.0056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aminobacter
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Candidatus Liberibacter
0,0.0228,0.06885,0.0324,0,0.0184,0.01585,0.069,0,0.03785,0.02135,0.0102,0.00815,0.0426,0.06375,0.022,0.0682,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Cohaesibacter
0.01115,0,0,0,0,0,0.00605,0.01995,0,0,0.01925,0.0102,0.00685,0.0055,0,0,0.00635,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium
0,0,0,0,0,0,0.00605,0,0,0,0,0.006,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudaminobacter
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella
0.0056,0,0.04785,0.02705,0.00665,0.05275,0.03205,0,0.00945,0.0126,0.0096,0,0,0,0,0,0.01505,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,uncultured
0,0,0,0,0,0.027,0.00605,0.00725,0,0,0,0,0,0,0,0,0.0139,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Nordella
0,0,0,0,0,0,0,0.00635,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Tepidamorphus
0,0,0,0,0,0,0,0.00725,0,0,0,0,0,0,0,0.00625,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium
0,0,0.0069,0,0,0,0,0,0,0,0,0,0,0,0.0131,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,
0,0,0,0,0,0,0.00605,0,0,0.0126,0,0.006,0,0.0075,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Pseudovibrio
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00755,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,
0,0,0,0,0,0,0,0,0,0,0.0071,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia
0,0,0,0,0,0.0092,0,0,0,0,0,0,0,0,0,0.0079,0.00755,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium
0,0,0,0,0,0,0,0,0,0,0,0,0.00815,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter
0,0,0,0,0,0,0,0,0,0,0,0,0.0163,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Oligotropha
0,0,0,0,0,0.0092,0,0,0.00665,0.01965,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudorhodoplanes
0,0,0,0,0,0.02635,0.00605,0,0.0161,0,0.01425,0.05105,0.02445,0.07775,0.0393,0.05515,0.02775,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudoxanthobacter
0,0,0,0,0.0133,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas
0,0,0,0,0,0,0,0.00635,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter
0,0,0,0,0,0,0,0,0,0,0.01925,0,0.00815,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,uncultured,
0.0056,0,0,0,0,0.0092,0,0,0,0,0,0.0102,0.00815,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Albimonas
0,0,0,0,0,0.0092,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aliiroseovarius
0.01115,0.0114,0,0,0,0.0086,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus
0.0056,0.0114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ascidiaceihabitans
0,0,0,0,0,0,0.00605,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Boseongicola
0,0,0,0,0.00665,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Falsirhodobacter
0,0,0,0,0.0185,0,0,0.00725,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Haematobacter
0,0,0,0,0.00665,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Lentibacter
0.0056,0,0,0,0,0,0,0.00635,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Maritimibacter
0,0,0,0,0,0.0092,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceaniovalibus
0.01675,0.0569,0,0,0,0,0,0,0.00945,0,0,0,0,0,0,0.0079,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
0,0,0,0,0,0.0092,0,0,0,0,0,0.0204,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter
0.0056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina
0,0,0,0,0,0.0086,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacterium
0,0.0114,0,0,0,0,0,0.00635,0,0.01965,0,0.0366,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter
0.0056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum
0.0056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseibacterium
0,0,0,0,0,0,0.00605,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter clade NAC11-7 lineage
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium
0,0,0,0,0,0,0.0079,0,0,0,0,0,0,0.02255,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter
0,0,0,0,0,0.0086,0,0,0,0.03275,0.0096,0,0.00685,0.0075,0,0,0.00635,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola
0,0,0,0,0,0,0.0079,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tranquillimonas
0,0,0,0,0,0,0,0,0,0.00655,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tropicibacter
0,0,0,0,0,0.0086,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Wenxinia
0.0056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,
0.0056,0,0,0,0.00665,0.0092,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospira
0.0056,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetovibrio
0,0,0,0,0,0,0,0,0,0,0,0.02215,0,0,0,0.00625,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,uncultured
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Terasakiella
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01415,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,Thalassospira
0.0056,0.0341,0,0,0,0,0,0.0463,0,0,0,0.0102,0.00685,0,0,0,0.00755,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00625,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,
0,0,0,0,0.0185,0,0,0,0.00665,0,0,0,0,0,0,0,0.00635,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia
0,0,0,0,0,0,0,0,0,0,0,0.0102,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55
0,0,0,0,0,0,0,0,0,0.00655,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus Hemipteriphilus
0,0,0,0.00535,0,0.0092,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,uncultured
0,0.0114,0,0,0,0,0,0.00725,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,
0,0,0,0,0,0,0,0,0,0.0126,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,bac2nit3,
0.0056,0,0,0,0.00665,0,0,0,0,0,0,0.006,0,0,0.0075,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ia
0.0056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter
0,0,0.0275,0,0,0,0.0121,0.00635,0,0,0,0.006,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter
0,0.0114,0.0069,0,0,0,0.00605,0,0.03505,0,0,0.006,0.0137,0,0.01505,0.01875,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
0.0056,0.0114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
0,0,0,0,0.00665,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,uncultured
0,0,0,0,0,0,0.00605,0,0,0,0,0,0,0,0,0.01415,0,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Nisaeaceae,Nisaea
0.0056,0,0.0275,0.0591,0,0,0,0.05445,0,0,0,0,0,0,0,0.0345,0,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,uncultured,
0,0,0,0,0,0,0,0,0,0.0126,0.0096,0.006,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus Alysiosphaera
0.01115,0,0.02075,0.0107,0.00665,0.0086,0.02,0.0272,0,0.08325,0.0071,0.006,0.00815,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,uncultured
0,0,0,0,0.00665,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Tistrellaceae,Tistrella
0,0,0,0,0,0,0,0,0,0.0126,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,,,
0,0.0341,0,0.0107,0,0,0,0.0145,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,1013-28-CG33,,
0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,
0,0,0,0,0,0.0086,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfurifustis
0,0,0,0,0,0,0,0,0,0.0131,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,uncultured
0,0,0.01365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,KCM-B-112
0.0056,0,0,0,0,0,0,0,0,0.0393,0,0.0162,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,HTCC5015
0,0,0,0,0.00665,0,0,0,0,0,0,0,0.00685,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,BD7-8,,
0,0,0,0,0.00665,0,0.0079,0,0,0,0,0,0,0,0.0056,0,0.00635,Bacteria,Proteobacteria,Gammaproteobacteria,BD72BR169,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139,Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Thiomargarita
0.0223,0.0114,0,0,0,0,0.0079,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,uncultured
0.0056,0,0,0,0.00665,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,
0,0,0,0,0,0,0,0,0,0,0.0071,0,0.00685,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes
0,0,0.0344,0.02705,0.00665,0.0092,0.00605,0,0.03885,0.0131,0,0.0239,0.00685,0,0.0337,0.01415,0.0127,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
0,0,0,0,0,0,0,0,0,0.00655,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Verticiella
0,0,0,0,0,0.0178,0,0,0,0.00655,0.0096,0.01195,0.00815,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,B1-7BS,
0,0,0,0,0.0185,0,0.0079,0,0,0,0,0,0,0.0055,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia
0,0,0,0.00535,0.0133,0,0.00605,0,0.00945,0,0,0.01195,0.00815,0,0.0075,0.00625,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus
0,0,0,0.02705,0,0,0,0,0,0.0126,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia
0,0,0,0.00535,0.00665,0.0086,0.00605,0.00635,0.0294,0.0126,0.0071,0.01195,0.00685,0,0.0075,0.01875,0.0266,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
0,0,0,0,0,0,0,0,0,0.00655,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,
0.01115,0,0,0,0.0199,0,0,0,0.00665,0,0.0071,0.01195,0,0,0.0075,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax
